0.925000 0.210000 3.069499 0.105392 0.001027
0.925000 0.220000 3.059467 0.096825 0.000984
0.925000 0.230000 3.057058 0.087001 0.000933
0.925000 0.240000 3.046942 0.078084 0.000884
0.925000 0.250000 3.052823 0.071383 0.000845
0.925000 0.260000 3.039063 0.063393 0.000796
0.925000 0.270000 3.033962 0.057370 0.000757
0.925000 0.280000 3.033253 0.051111 0.000715
0.925000 0.290000 3.029846 0.048174 0.000694
0.925000 0.300000 3.025132 0.041218 0.000642
0.950000 0.210000 3.048919 0.084746 0.000921
0.950000 0.220000 3.047734 0.075968 0.000872
0.950000 0.230000 3.041963 0.069818 0.000836
0.950000 0.240000 3.033630 0.060492 0.000778
0.950000 0.250000 3.033912 0.053401 0.000731
0.950000 0.260000 3.028250 0.046426 0.000681
0.950000 0.270000 3.027450 0.042923 0.000655
0.950000 0.280000 3.014628 0.037176 0.000610
0.950000 0.290000 3.016789 0.032937 0.000574
0.950000 0.300000 3.012699 0.027647 0.000526
0.975000 0.210000 3.047378 0.067005 0.000819
0.975000 0.220000 3.030547 0.062269 0.000789
0.975000 0.230000 3.033784 0.050884 0.000713
0.975000 0.240000 3.024859 0.046778 0.000684
0.975000 0.250000 3.025515 0.039646 0.000630
0.975000 0.260000 3.020567 0.034966 0.000591
0.975000 0.270000 3.015165 0.031090 0.000558
0.975000 0.280000 3.017318 0.026238 0.000512
0.975000 0.290000 3.012953 0.022195 0.000471
0.975000 0.300000 3.008329 0.019442 0.000441
1.000000 0.210000 3.023468 0.056113 0.000749
1.000000 0.220000 3.023629 0.049201 0.000701
1.000000 0.230000 3.021418 0.042028 0.000648
1.000000 0.240000 3.016654 0.037078 0.000609
1.000000 0.250000 3.015233 0.031329 0.000560
1.000000 0.260000 3.011898 0.027444 0.000524
1.000000 0.270000 3.012014 0.022862 0.000478
1.000000 0.280000 3.009132 0.019706 0.000444
1.000000 0.290000 3.008080 0.016600 0.000407
1.000000 0.300000 3.006525 0.013321 0.000365
1.025000 0.210000 3.023708 0.046239 0.000680
1.025000 0.220000 3.017688 0.041236 0.000642
1.025000 0.230000 3.019921 0.034826 0.000590
1.025000 0.240000 3.014490 0.030090 0.000549
1.025000 0.250000 3.008251 0.026553 0.000515
1.025000 0.260000 3.009986 0.021884 0.000468
1.025000 0.270000 3.006457 0.019408 0.000441
1.025000 0.280000 3.004396 0.016394 0.000405
1.025000 0.290000 3.007021 0.012902 0.000359
1.025000 0.300000 3.003627 0.011504 0.000339
1.050000 0.210000 3.021374 0.038935 0.000624
1.050000 0.220000 3.015891 0.035116 0.000593
1.050000 0.230000 3.015748 0.030166 0.000549
1.050000 0.240000 3.010673 0.026362 0.000513
1.050000 0.250000 3.011655 0.022606 0.000475
1.050000 0.260000 3.005224 0.020721 0.000455
1.050000 0.270000 3.002109 0.018895 0.000435
1.050000 0.280000 3.003527 0.015214 0.000390
1.050000 0.290000 3.002124 0.014080 0.000375
1.050000 0.300000 3.004619 0.011658 0.000341
1.075000 0.210000 3.015202 0.037912 0.000616
1.075000 0.220000 3.008935 0.034989 0.000592
1.075000 0.230000 3.011362 0.028767 0.000536
1.075000 0.240000 3.007997 0.025936 0.000509
1.075000 0.250000 3.005225 0.024137 0.000491
1.075000 0.260000 3.007404 0.020771 0.000456
1.075000 0.270000 3.006049 0.019562 0.000442
1.075000 0.280000 3.002037 0.018388 0.000429
1.075000 0.290000 3.002983 0.017400 0.000417
1.075000 0.300000 3.005146 0.015624 0.000395
1.100000 0.210000 3.007721 0.039407 0.000628
1.100000 0.220000 3.010730 0.034748 0.000589
1.100000 0.230000 3.008613 0.031230 0.000559
1.100000 0.240000 3.008080 0.028875 0.000537
1.100000 0.250000 3.004577 0.026921 0.000519
1.100000 0.260000 3.009293 0.024584 0.000496
1.100000 0.270000 3.006012 0.023344 0.000483
1.100000 0.280000 3.005898 0.022935 0.000479
1.100000 0.290000 3.005439 0.023118 0.000481
1.100000 0.300000 3.004640 0.022347 0.000473
1.125000 0.210000 3.012307 0.039946 0.000632
1.125000 0.220000 3.009220 0.038694 0.000622
1.125000 0.230000 3.008869 0.037293 0.000611
1.125000 0.240000 3.003375 0.035132 0.000593
1.125000 0.250000 3.009707 0.032164 0.000567
1.125000 0.260000 3.005452 0.031633 0.000562
1.125000 0.270000 3.009964 0.029998 0.000548
1.125000 0.280000 3.009932 0.030737 0.000554
1.125000 0.290000 3.005986 0.031468 0.000561
1.125000 0.300000 3.007726 0.030408 0.000551
1.150000 0.210000 3.014139 0.045356 0.000673
1.150000 0.220000 3.007806 0.045625 0.000675
1.150000 0.230000 3.003707 0.044424 0.000667
1.150000 0.240000 3.010588 0.041902 0.000647
1.150000 0.250000 3.008983 0.040795 0.000639
1.150000 0.260000 3.004815 0.041096 0.000641
1.150000 0.270000 3.007125 0.040642 0.000638
1.150000 0.280000 3.012379 0.040576 0.000637
1.150000 0.290000 3.012386 0.040656 0.000638
1.150000 0.300000 3.013970 0.041619 0.000645
