0.925000 0.210000 3.067541 0.104271 0.001021
0.925000 0.220000 3.051221 0.095668 0.000978
0.925000 0.230000 3.063518 0.088330 0.000940
0.925000 0.240000 3.050067 0.078221 0.000884
0.925000 0.250000 3.043799 0.071633 0.000846
0.925000 0.260000 3.041562 0.063276 0.000795
0.925000 0.270000 3.034506 0.056005 0.000748
0.925000 0.280000 3.032820 0.053789 0.000733
0.925000 0.290000 3.025260 0.046353 0.000681
0.925000 0.300000 3.026600 0.041775 0.000646
0.950000 0.210000 3.052433 0.085260 0.000923
0.950000 0.220000 3.033928 0.077454 0.000880
0.950000 0.230000 3.036609 0.066327 0.000814
0.950000 0.240000 3.043700 0.061345 0.000783
0.950000 0.250000 3.033231 0.056098 0.000749
0.950000 0.260000 3.021232 0.048225 0.000694
0.950000 0.270000 3.030801 0.041106 0.000641
0.950000 0.280000 3.022544 0.036059 0.000600
0.950000 0.290000 3.022583 0.032002 0.000566
0.950000 0.300000 3.012184 0.028408 0.000533
0.975000 0.210000 3.037449 0.067965 0.000824
0.975000 0.220000 3.036350 0.060652 0.000779
0.975000 0.230000 3.033657 0.052754 0.000726
0.975000 0.240000 3.026962 0.046053 0.000679
0.975000 0.250000 3.027630 0.040434 0.000636
0.975000 0.260000 3.020713 0.035363 0.000595
0.975000 0.270000 3.011249 0.031808 0.000564
0.975000 0.280000 3.015689 0.026365 0.000513
0.975000 0.290000 3.007527 0.022758 0.000477
0.975000 0.300000 3.006496 0.019300 0.000439
1.000000 0.210000 3.037135 0.054895 0.000741
1.000000 0.220000 3.031028 0.047491 0.000689
1.000000 0.230000 3.021596 0.042234 0.000650
1.000000 0.240000 3.015147 0.037537 0.000613
1.000000 0.250000 3.015168 0.032167 0.000567
1.000000 0.260000 3.011146 0.027826 0.000528
1.000000 0.270000 3.007231 0.024054 0.000490
1.000000 0.280000 3.010923 0.019362 0.000440
1.000000 0.290000 3.008064 0.016469 0.000406
1.000000 0.300000 3.006759 0.013699 0.000370
1.025000 0.210000 3.025937 0.046056 0.000679
1.025000 0.220000 3.018110 0.040142 0.000634
1.025000 0.230000 3.016944 0.034522 0.000588
1.025000 0.240000 3.011634 0.030256 0.000550
1.025000 0.250000 3.011005 0.025621 0.000506
1.025000 0.260000 3.008704 0.022383 0.000473
1.025000 0.270000 3.006549 0.018957 0.000435
1.025000 0.280000 3.007649 0.015260 0.000391
1.025000 0.290000 3.003650 0.013801 0.000371
1.025000 0.300000 3.001522 0.011995 0.000346
1.050000 0.210000 3.017527 0.040748 0.000638
1.050000 0.220000 3.017343 0.034035 0.000583
1.050000 0.230000 3.014597 0.030182 0.000549
1.050000 0.240000 3.008752 0.026960 0.000519
1.050000 0.250000 3.006097 0.023660 0.000486
1.050000 0.260000 3.008631 0.020313 0.000451
1.050000 0.270000 3.001279 0.019064 0.000437
1.050000 0.280000 3.006994 0.014691 0.000383
1.050000 0.290000 3.003574 0.014019 0.000374
1.050000 0.300000 3.002612 0.012359 0.000352
1.075000 0.210000 3.011807 0.038404 0.000620
1.075000 0.220000 3.015752 0.032720 0.000572
1.075000 0.230000 3.010888 0.029773 0.000546
1.075000 0.240000 3.005839 0.027027 0.000520
1.075000 0.250000 3.006473 0.024257 0.000493
1.075000 0.260000 3.005531 0.021663 0.000465
1.075000 0.270000 3.008179 0.018653 0.000432
1.075000 0.280000 3.004807 0.017871 0.000423
1.075000 0.290000 3.003881 0.016744 0.000409
1.075000 0.300000 3.000609 0.016093 0.000401
1.100000 0.210000 3.013921 0.037313 0.000611
1.100000 0.220000 3.010116 0.035290 0.000594
1.100000 0.230000 3.011669 0.030642 0.000554
1.100000 0.240000 3.007360 0.028791 0.000537
1.100000 0.250000 3.004740 0.027777 0.000527
1.100000 0.260000 3.005163 0.025803 0.000508
1.100000 0.270000 3.008559 0.023066 0.000480
1.100000 0.280000 3.003831 0.023230 0.000482
1.100000 0.290000 3.004488 0.022767 0.000477
1.100000 0.300000 3.003539 0.022470 0.000474
1.125000 0.210000 3.011659 0.039347 0.000627
1.125000 0.220000 3.010189 0.037995 0.000616
1.125000 0.230000 3.006705 0.035478 0.000596
1.125000 0.240000 3.008679 0.033730 0.000581
1.125000 0.250000 3.008084 0.032776 0.000573
1.125000 0.260000 3.009844 0.031280 0.000559
1.125000 0.270000 3.008656 0.029580 0.000544
1.125000 0.280000 3.010783 0.030255 0.000550
1.125000 0.290000 3.010596 0.029931 0.000547
1.125000 0.300000 3.006683 0.031374 0.000560
1.150000 0.210000 3.015467 0.044731 0.000669
1.150000 0.220000 3.010864 0.043527 0.000660
1.150000 0.230000 3.008818 0.042172 0.000649
1.150000 0.240000 3.011858 0.041433 0.000644
1.150000 0.250000 3.007335 0.040924 0.000640
1.150000 0.260000 3.010948 0.040250 0.000634
1.150000 0.270000 3.010328 0.040700 0.000638
1.150000 0.280000 3.011950 0.040853 0.000639
1.150000 0.290000 3.012836 0.040397 0.000636
1.150000 0.300000 3.017729 0.040214 0.000634
